,ID,Year_Birth,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Day_Customer_Enroll,Month_Customer_Enroll,Year_Customer_Enroll,Total_Children,Age,Education_encoded,Country_AUS,Country_CA,Country_GER,Country_IND,Country_ME,Country_SA,Country_SP,Country_US,Income_Normalized,Total_Spending_Standardized,MntWines_Standardized,MntFruits_Standardized,MntMeatProducts_Standardized,MntFishProducts_Standardized,MntSweetProducts_Standardized,MntGoldProds_Standardized,Marital_Status_Standardized
10,2079,1947,0,0,0,1,5,6,10,1,0,0,0,0,0,0,0,27,12,2013,0,78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1193,1.0001443966310362,0.4340404990636183,-0.007600541350658057,1.6309575082922205,0.6495174363250413,1.7187993274751163,-0.34553927626633024,-0.43302037532744686
11,5642,1979,1,0,0,2,3,1,6,4,0,0,0,0,0,0,0,9,12,2013,1,46,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0914,-0.637416963152238,-0.48714673059851865,-0.5608570816171703,-0.4695012851611486,-0.6870680334894731,-0.3407441054682134,-0.7673524382075414,0.0747787930849252
12,10530,1959,0,0,0,1,3,6,6,1,0,0,0,0,0,1,0,7,12,2013,0,66,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0993,0.9137821342489567,0.3775806366004551,1.4006888338731913,1.2144108277339574,0.7776831663072551,-0.17113464628464506,1.1116334649851265,3.841021891253701
13,2964,1981,0,0,0,1,1,1,2,6,0,0,0,0,0,0,0,16,10,2013,0,44,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0378,-0.8865388738697746,-0.8942520546750115,-0.4099689342717579,-0.7043627114333607,-0.6321398634970958,-0.2680543372466841,-0.2304993230096363,-0.43302037532744686
14,10311,1969,0,1,0,0,25,0,0,1,0,0,0,0,0,0,0,5,10,2013,1,56,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0041,-0.4098856180302212,-0.8556216224633734,-0.5608570816171703,-0.686637320771307,-0.6504492534945548,-0.5588134101328012,5.310591758854455,-0.43302037532744686
15,837,1977,1,1,0,4,2,1,5,4,0,0,0,0,0,0,0,11,9,2013,2,48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0798,-0.7171359745818497,-0.7159577521597591,-0.5105610325020329,-0.48722667582320234,-0.44904596352250475,-0.3407441054682134,-0.42223257843745954,-0.43302037532744686
16,10521,1977,1,1,0,4,2,1,5,4,0,0,0,0,0,1,0,11,9,2013,2,48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0798,-0.7171359745818497,-0.7159577521597591,-0.5105610325020329,-0.48722667582320234,-0.44904596352250475,-0.3407441054682134,-0.42223257843745954,-0.43302037532744686
17,10175,1958,0,1,0,1,1,0,3,4,0,0,0,0,0,0,0,1,8,2013,1,67,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0458,-0.9695795107756201,-0.8496784790461983,-0.6614491798474453,-0.7309507974264414,-0.6870680334894731,-0.6557331010948403,-0.8056990892931061,0.13950038983227211
18,1473,1960,0,1,0,2,2,0,3,8,0,0,0,0,0,0,0,23,7,2013,1,65,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0693,-0.8865388738697746,-0.7456734692456345,-0.6363011552898765,-0.7176567544299011,-0.6504492534945548,-0.6315031783543305,-0.6523124849508475,0.01978247240811857
19,2795,1958,2,1,0,1,1,0,2,7,0,0,0,0,0,0,0,1,7,2013,3,67,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0433,-0.9845268254186723,-0.8883089112578363,-0.6614491798474453,-0.726519449760928,-0.6870680334894731,-0.6557331010948403,-0.7481791126647591,0.01978247240811857
20,2285,1954,0,1,0,3,5,2,5,7,0,0,0,0,0,0,0,28,5,2013,1,71,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0525,-0.44974512374502706,-0.2702219958716283,-0.43511695882932666,-0.403031070178447,-0.6138304734996367,-0.583043332873311,-0.26884597409520095,0.0747787930849252
21,115,1966,0,1,0,3,5,1,8,5,0,0,0,0,0,0,0,26,3,2013,1,59,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0628,-0.35341798493424625,-0.08598454993920092,-0.38482090971418914,-0.43848185150255453,-0.22933328355299554,-0.48612364191127194,-0.7098324615791944,0.01978247240811857
22,10470,1979,1,0,0,2,2,1,3,4,0,0,0,0,0,0,0,15,3,2013,1,46,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0585,-0.8533226191074363,-0.7843039014572725,-0.6111531307323078,-0.6378924964506592,-0.6870680334894731,-0.5588134101328012,-0.4030592528946772,-0.43302037532744686
23,4065,1976,1,0,0,2,5,1,8,7,0,0,0,0,0,0,0,12,2,2013,1,49,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0719,-0.3351490448149602,0.012077316444187847,-0.6614491798474453,-0.4163251131749873,-0.6870680334894731,-0.6557331010948403,-0.4030592528946772,-0.43302037532744686
24,10968,1969,0,1,0,4,8,8,6,6,0,0,0,0,0,0,0,23,11,2012,1,56,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0842,0.163094776620113,-0.11272869531648877,-0.13334066413850176,0.5895908068965628,0.5030423163453686,-0.46189371917076216,-0.0004194164962483906,0.01978247240811857
25,5985,1965,0,1,0,3,2,1,4,7,0,0,0,0,0,0,0,13,10,2012,1,60,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0473,-0.8034982369639291,-0.6654410331137709,-0.6363011552898765,-0.575853629133471,-0.6870680334894731,-0.6315031783543305,-0.7865257637503237,0.01978247240811857
26,5430,1956,1,1,0,12,9,2,8,8,0,0,0,0,0,0,0,14,9,2012,2,69,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0793,0.12987852185777482,0.44592678589796847,-0.6614491798474453,0.017946958045329472,-0.5405929135098003,-0.1953645690251548,-0.2304993230096363,0.0747787930849252
27,8432,1956,1,1,0,12,9,2,8,8,0,0,0,0,0,0,0,14,9,2012,2,69,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0793,0.12987852185777482,0.44592678589796847,-0.6614491798474453,0.017946958045329472,-0.5405929135098003,-0.1953645690251548,-0.2304993230096363,0.0747787930849252
28,453,1956,1,1,1,2,2,0,3,5,0,0,0,0,0,0,0,29,6,2014,2,69,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0505,-0.9313808177989312,-0.8229343336689104,-0.6614491798474453,-0.686637320771307,-0.6870680334894731,-0.6315031783543305,-0.7481791126647591,3.841021891253701
29,9687,1975,0,0,1,1,5,4,6,2,0,0,0,0,0,0,0,31,5,2014,0,50,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1074,0.19963265685868506,-0.3563975754206669,3.7143070931695155,0.3946115096139716,0.22840146638348202,0.07116458112045253,-0.2304993230096363,0.01978247240811857
30,8890,1971,1,1,1,3,5,1,5,6,0,0,0,0,0,0,0,30,5,2014,2,54,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0964,-0.5543763262463924,-0.44257315496970556,-0.4854130079444641,-0.3853056795163933,-0.44904596352250475,-0.48612364191127194,-0.6523124849508475,0.13950038983227211
31,9264,1986,0,0,1,1,4,8,9,2,0,0,0,0,0,0,0,27,4,2014,0,39,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,1.7142938740213076,0.35380806293175476,0.3947678515704418,2.388717959095018,0.6495174363250413,4.117561678785583,2.9330993915494474,-0.43302037532744686
32,5824,1972,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,11,4,2014,3,53,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0494,-0.9928308891092569,-0.8823657678406612,-0.6614491798474453,-0.7353821450919548,-0.6870680334894731,-0.6557331010948403,-0.8440457403786708,0.0747787930849252
33,5794,1974,0,1,1,3,7,1,7,8,0,1,0,1,0,1,0,17,3,2014,1,51,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0671,-0.26539490981404995,0.3092344873029417,-0.6614491798474453,-0.6467551917816861,-0.6870680334894731,-0.6557331010948403,-0.5180992061513712,-0.43302037532744686
34,3068,1990,0,0,1,1,2,0,3,7,0,0,0,0,0,0,0,29,10,2013,0,35,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.025,-0.934702443275165,-0.9001951980921865,-0.35967288515662044,-0.6999313637678474,-0.6870680334894731,-0.3165141827277036,-0.7098324615791944,-0.43302037532744686
35,7962,1987,0,0,1,1,4,3,4,1,0,0,1,1,0,1,0,9,10,2013,0,38,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1405,2.1510876241460553,2.915302875734213,-0.13334066413850176,1.249861609058065,1.2537273062411918,-0.17113464628464506,-0.4605792295230242,0.01978247240811857
36,2681,1984,0,0,1,1,2,3,13,1,0,0,0,0,0,0,0,1,8,2013,0,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0957,-0.2404827187422963,-0.6921851784910588,-0.10819263958093302,-0.2435025542199633,1.839627786159883,1.5007300228105283,-0.2880192996379833,-0.43302037532744686
37,10141,1960,0,0,1,1,0,0,3,4,0,0,0,0,0,0,0,10,5,2013,0,65,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0564,-0.9729011362518539,-0.8823657678406612,-0.6363011552898765,-0.7132254067643876,-0.6870680334894731,-0.583043332873311,-0.7865257637503237,0.13950038983227211
38,3725,1961,0,0,1,1,2,4,9,4,0,1,1,1,1,1,0,9,5,2013,0,64,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.125,1.7973345109271532,2.805354722516474,-0.25908078692634545,0.8067268425067212,0.1002357364012683,-0.2680543372466841,-0.5372725316941535,0.01978247240811857
39,3767,1968,0,1,1,2,5,5,12,3,0,0,0,0,0,0,0,25,4,2013,1,57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0896,0.6679818490076539,0.22008733604531555,-0.6614491798474453,0.09771121602457133,1.0889427962640599,3.5118136102728386,2.4537662529798894,-0.43302037532744686
40,5585,1972,1,0,1,2,2,0,3,8,0,0,0,0,0,1,0,20,4,2013,1,53,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0295,-0.9263983795845805,-0.8675079092977236,-0.6111531307323078,-0.6644805824437399,-0.5772116935047185,-0.6315031783543305,-0.6523124849508475,0.01978247240811857
41,7030,1955,0,1,1,3,11,9,12,6,0,0,0,1,0,0,0,30,3,2013,1,70,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0974,1.4601895250894203,2.6627192805042723,-0.6614491798474453,0.1641814310072729,0.008688786413972794,0.046934658379942776,-0.5756191827797181,-0.43302037532744686
42,1524,1983,0,0,1,1,8,2,5,5,0,0,0,1,0,1,0,1,3,2013,0,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1203,0.8274198718668774,1.2036775715877908,0.47021192524314803,-0.230208511223423,-0.13778633356570003,3.2210545373867214,0.018753909046533936,0.01978247240811857
43,3657,1986,1,0,1,3,4,0,4,8,0,0,0,0,0,0,0,14,2,2013,1,39,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0563,-0.7320832892249018,-0.6238390291935454,-0.6363011552898765,-0.5935790197955249,-0.44904596352250475,-0.36497402820872316,-0.6139658338652828,0.01978247240811857
44,5740,1970,1,1,1,2,1,2,2,6,0,0,0,0,0,1,0,14,2,2013,2,55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0364,-0.9131118776796452,-0.8912804829664238,-0.6111531307323078,-0.686637320771307,-0.5589023035072593,-0.5345834873922914,-0.34553927626633024,0.13950038983227211
45,9595,1961,0,0,1,1,4,5,4,3,0,0,0,0,0,1,0,11,1,2013,0,64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.094,1.6080018587818254,0.6985103811279092,3.5885669703816716,2.876166202301496,-0.32088023354029105,-0.6557331010948403,-0.26884597409520095,0.0747787930849252
46,3158,1973,1,0,1,1,1,0,3,8,0,0,0,0,0,0,0,3,1,2013,1,52,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.046,-0.9413456942276327,-0.8645363375891361,-0.5860051061747391,-0.7132254067643876,-0.5772116935047185,-0.5345834873922914,-0.7290057871219767,-0.43302037532744686
47,5114,1965,0,1,1,2,5,4,5,4,0,0,0,0,0,0,0,19,12,2012,1,60,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1099,0.5965669012686268,1.0877862749528768,-0.43511695882932666,0.36359207595537757,-0.6870680334894731,0.022704735639433014,-0.6714858104936298,-0.43302037532744686
48,340,1970,0,1,1,2,7,2,8,5,1,0,0,0,0,1,0,15,12,2012,1,55,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1071,-0.1806934601700875,-0.4336584398439429,0.2187316796674606,0.05339773936943697,-0.6870680334894731,-0.6557331010948403,1.55261995246912,0.13950038983227211
49,8805,1960,0,1,1,4,7,2,4,8,0,0,0,0,0,0,0,2,12,2012,1,65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0709,-0.3899558651728183,-0.06221197627050062,-0.4099689342717579,-0.5714222814679576,-0.6870680334894731,-0.3407441054682134,-0.3263659507235479,0.01978247240811857
50,1241,1984,1,0,1,2,1,0,3,9,0,0,0,0,0,1,0,17,9,2012,1,41,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0197,-0.9214159413702298,-0.8645363375891361,-0.5860051061747391,-0.7043627114333607,-0.5589023035072593,-0.5588134101328012,-0.5372725316941535,-0.43302037532744686
51,1402,1954,0,0,1,3,4,8,6,3,0,0,0,0,0,0,0,11,9,2012,0,71,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0981,1.074880969846297,0.570732797658645,0.24387970422502936,1.2986064333787128,2.773406676030297,0.7980622633357453,-0.6139658338652828,-0.43302037532744686
52,7264,1978,2,1,2,1,1,0,2,8,0,0,0,0,0,0,0,12,5,2014,3,47,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0759,-0.9778835744662047,-0.8675079092977236,-0.6614491798474453,-0.7220881020954145,-0.6870680334894731,-0.6557331010948403,-0.8248724148358884,0.01978247240811857
53,1619,1956,0,0,2,1,4,6,6,1,0,0,0,0,0,1,0,28,4,2014,0,69,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1333,1.6312532371154622,-0.035467830893212766,0.6211000725885605,3.607338567111213,3.414235325941366,-0.09844487806311578,-0.5180992061513712,-0.43302037532744686
54,6398,1974,1,0,2,2,3,0,3,8,0,0,0,0,0,0,0,29,3,2014,1,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0251,-0.9230767541083467,-0.8823657678406612,-0.4099689342717579,-0.6822059731057936,-0.39411779353012744,-0.6557331010948403,-0.7673524382075414,-0.43302037532744686
55,1857,1952,1,1,2,2,2,1,2,7,0,0,0,0,0,1,0,6,3,2014,2,73,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0683,-0.8682699337504886,-0.7664744712057473,-0.6614491798474453,-0.686637320771307,-0.6870680334894731,-0.6072732556138207,-0.4030592528946772,0.01978247240811857
56,4877,1973,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,4,3,2014,1,52,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0554,-0.9380240687513989,-0.8021333317087977,-0.6614491798474453,-0.7087940590988742,-0.6870680334894731,-0.6557331010948403,-0.8440457403786708,-0.43302037532744686
57,3066,1975,0,1,2,2,4,2,4,5,0,0,0,0,0,0,0,4,2,2014,1,50,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0905,-0.6224696485091857,-0.4069142944666551,-0.6614491798474453,-0.5492655431403904,-0.5772116935047185,-0.6072732556138207,-0.5947925083225005,0.0747787930849252
58,10286,1962,0,0,2,1,2,8,13,0,0,0,0,0,0,0,0,3,2,2014,0,63,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1233,0.5317952044820672,0.04179303353006323,-0.46026498338689537,1.0637450071065007,2.059340466129392,0.19231419482300133,-0.690659136036412,-0.43302037532744686
59,1992,1964,0,1,2,4,2,2,8,7,0,0,0,1,0,1,0,1,1,2014,1,61,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0885,0.4769883841242092,0.6479936620819211,-0.6614491798474453,0.3990428572794851,-0.10116755357078182,-0.2680543372466841,0.4213937454449628,-0.43302037532744686
60,4246,1982,0,0,2,0,1,0,1,17,0,0,0,0,0,0,0,12,12,2013,0,43,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0073,-0.38663423969658445,-0.704071465325409,-0.38482090971418914,-0.6245984534541189,-0.6138304734996367,-0.583043332873311,4.179365551830299,0.01978247240811857
61,10623,1961,0,1,2,1,1,0,3,5,0,0,0,0,0,0,0,15,11,2013,1,64,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0701,-0.9529713833944511,-0.8199627619603229,-0.6614491798474453,-0.7220881020954145,-0.6870680334894731,-0.6557331010948403,-0.8440457403786708,0.0747787930849252
62,4867,1968,1,1,2,4,3,0,4,7,0,0,0,0,0,0,0,20,9,2013,2,57,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0549,-0.859965870059904,-0.7308156107026967,-0.6614491798474453,-0.6600492347782264,-0.6504492534945548,-0.6557331010948403,-0.6523124849508475,0.01978247240811857
63,3112,1977,1,0,2,1,1,0,3,5,0,0,0,0,0,0,0,5,9,2013,1,48,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0315,-0.9662578852993863,-0.897223626383599,-0.5608570816171703,-0.6999313637678474,-0.6870680334894731,-0.5588134101328012,-0.7481791126647591,-0.43302037532744686
64,4865,1974,1,1,2,7,5,1,8,7,0,0,0,0,0,1,0,31,8,2013,2,51,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0777,-0.34179229576742787,-0.2226768485342277,-0.4854130079444641,-0.11942481958558708,-0.5039741335148821,-0.583043332873311,-0.6331391594080651,0.13950038983227211
65,6287,1986,1,0,2,1,1,1,2,6,0,0,0,0,0,1,0,30,7,2013,1,39,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0496,-0.9463281324419834,-0.8615647658805485,-0.6614491798474453,-0.6689119301092532,-0.6870680334894731,-0.6557331010948403,-0.7290057871219767,0.0747787930849252
66,4405,1956,0,2,2,2,6,3,12,5,0,0,0,0,0,0,0,30,7,2013,2,69,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0935,0.30426385936005046,0.9451508329406749,-0.4854130079444641,-0.230208511223423,-0.13778633356570003,-0.6557331010948403,-0.5564458572369358,-0.43302037532744686
67,5332,1960,0,0,2,1,3,6,7,1,0,0,0,0,0,0,0,27,7,2013,0,65,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1215,0.7643089878184347,0.17254218870791493,0.5959520480309917,1.170097351078823,1.7663902261700466,0.19231419482300133,0.19131383893157486,-0.43302037532744686
68,1519,1972,1,1,2,3,3,0,3,8,0,0,0,0,0,1,0,22,6,2013,2,53,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0554,-0.8848780611316577,-0.7902470448744475,-0.5608570816171703,-0.6423238441161726,-0.6321398634970958,-0.583043332873311,-0.7865257637503237,0.01978247240811857
69,9080,1972,1,1,2,3,3,0,3,8,0,0,0,0,0,0,0,22,6,2013,2,53,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0554,-0.8848780611316577,-0.7902470448744475,-0.5608570816171703,-0.6423238441161726,-0.6321398634970958,-0.583043332873311,-0.7865257637503237,0.01978247240811857
70,1772,1975,0,0,2,1,5,6,7,2,0,0,1,1,0,1,0,11,1,2013,0,50,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1165,2.3869230329586566,2.288301245222242,0.26902772878259806,1.5556245979784922,2.8466442360201336,1.5734197910320578,1.6293132546402493,-0.43302037532744686
71,5341,1962,0,1,2,1,6,3,4,7,0,0,1,0,0,0,0,5,1,2013,1,63,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1207,1.6312532371154622,2.0178882197407764,1.2498006865277789,0.07555447769700416,2.6086221660531654,2.687996237095507,-0.3263659507235479,0.13950038983227211
72,5510,1977,0,1,2,3,5,2,6,5,0,0,0,0,0,0,0,21,11,2012,1,48,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0625,-0.2736989735046345,-0.12461498215083892,-0.5105610325020329,-0.4695012851611486,-0.6870680334894731,-0.41343387368974266,1.1116334649851265,-0.43302037532744686
73,3887,1970,1,0,2,2,2,0,3,9,0,0,0,0,0,1,0,11,11,2012,1,55,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0384,-0.8300712407737997,-0.8942520546750115,-0.23393276236877672,-0.6245984534541189,-0.32088023354029105,-0.6315031783543305,-0.09628604421016002,0.01978247240811857
74,7022,1971,1,0,2,1,2,5,13,6,0,0,0,0,0,0,0,28,9,2012,1,54,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1124,1.335628569730652,1.292824722845417,2.02938944781241,0.6294729358861838,1.8762465661548011,1.2826607181459404,-0.1729793463812893,-0.43302037532744686
75,9999,1965,0,0,2,1,9,4,9,5,0,0,0,0,0,0,0,27,9,2012,0,60,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1106,0.7211278566273951,0.9094919724376245,1.9790933986972723,-0.18589503456828863,1.821318396162424,0.3619236540065696,-0.4414059039802419,0.0747787930849252
76,10352,1963,1,1,2,3,3,1,2,9,0,0,0,0,0,1,0,7,9,2012,2,62,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0489,-0.8118023006545136,-0.7545881843713971,-0.5608570816171703,-0.615735758123092,-0.5772116935047185,-0.583043332873311,-0.34553927626633024,3.841021891253701
77,7919,1976,0,0,2,1,10,4,8,8,0,0,0,0,0,1,0,13,8,2012,0,49,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1062,2.4683028571263854,2.915302875734213,1.9790933986972723,2.153856532822806,-0.17440511356061822,-0.1469047235441353,-0.8440457403786708,0.0747787930849252
78,4114,1964,0,0,2,1,6,9,13,3,0,0,0,0,0,0,0,11,8,2012,0,61,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1164,1.805638574617738,1.028354840781126,0.26902772878259806,2.716637686343012,-0.19271450355807734,3.39066399657029,-0.2304993230096363,-0.43302037532744686
